City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
475,Kaduqli,SD,77.18,overcast clouds,11.0167,29.7167,فندق الله جابو
476,Camana,PE,67.28,scattered clouds,-16.6228,-72.7111,Hostal Morales
477,Nueve De Julio,AR,66.0,overcast clouds,-35.4444,-60.8831,Grand Hotel Libertad - GHL
480,Agropoli,IT,53.01,overcast clouds,40.3469,14.9966,B&B Baia di Trentova
487,Nizhniy Lomov,RU,55.69,overcast clouds,53.5304,43.6766,Hotel & Restaurant Complex Edelveis
492,Alvorada,BR,74.41,overcast clouds,-12.48,-49.1247,Cristal Plaza Hotel
493,Kawhia,NZ,66.0,clear sky,-38.0651,174.8183,Kawhia Beachside Scape Holiday Park
496,Lompoc,US,51.8,haze,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
500,Westport,US,59.0,scattered clouds,41.1415,-73.3579,The Westport Inn
505,Inirida,CO,70.75,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
509,Cabedelo,BR,75.2,clear sky,-6.9811,-34.8339,Hotel Pigalle
513,Huicungo,PE,72.86,broken clouds,-7.2833,-76.8,Gran Pajaten Trek
516,Puerto Morazan,NI,79.59,clear sky,12.8504,-87.1717,Iglesia de Dios de la profecia
520,Roseburg,US,62.6,few clouds,43.2165,-123.3417,"Holiday Inn Express Roseburg, an IHG Hotel"
521,Lucapa,AO,65.77,light rain,-8.4192,20.7447,Residência Ulisses Dos Santos
525,Vila Velha,BR,69.8,broken clouds,-20.3297,-40.2925,Quality Suites Vila Velha
526,Yasnyy,RU,61.59,scattered clouds,51.0333,59.8742,Gostinitsa
527,Turayf,SA,62.6,clear sky,31.6725,38.6637,Swiss Spirit Hotel & Suites Turaif
528,Caohai,CN,72.28,clear sky,26.8661,104.2841,Jinhua Hotel
533,Janauba,BR,65.68,overcast clouds,-15.8025,-43.3089,Ouro Norte Palace Hotel
534,Port Hardy,CA,50.0,overcast clouds,50.6996,-127.4199,Airport Inn
535,Karpathos,GR,73.4,broken clouds,35.507,27.2132,Alex
538,At-Bashi,KG,60.58,scattered clouds,41.1702,75.8106,Hostel At-Bashy
539,Bianzhuang,CN,64.99,light rain,34.8486,118.0447,Hao Shuo Business Hotel
540,Logan Lake,CA,59.0,scattered clouds,50.4998,-120.8025,Copper Valley Resort
541,Viedma,AR,57.25,overcast clouds,-40.8135,-62.9967,Hotel Cristal
542,Atar,MR,77.63,clear sky,20.5169,-13.0499,Oumou Elghoura
547,The Valley,AI,79.0,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
549,Rio Grande,BR,63.0,light rain,-32.035,-52.0986,Hotel Atlântico Rio Grande
550,Salinas,US,55.4,broken clouds,36.6777,-121.6555,Laurel Inn & Conference Center
551,Trairi,BR,73.89,light rain,-3.2778,-39.2689,janelas do mar
552,Virden,US,61.0,overcast clouds,39.5009,-89.7679,Virden Nail Spa
554,Touros,BR,75.2,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
555,Cockburn Town,TC,78.94,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
560,Owando,CG,72.18,overcast clouds,-0.4819,15.8999,Exaunel Hotel Owando
563,Ngaoundere,CM,67.78,overcast clouds,7.3167,13.5833,Hotel Mentong Palace
566,Mattawa,US,59.0,scattered clouds,46.7379,-119.9028,Sun & Sand Mobile Home Park
567,Serramanna,IT,55.99,scattered clouds,39.4244,8.9244,Polly
569,Cullman,US,68.0,scattered clouds,34.1748,-86.8436,Best Western Fairwinds Inn
570,Zeya,RU,59.41,overcast clouds,53.75,127.2667,Kapital Inn
575,Barcelona,ES,55.0,few clouds,41.3888,2.159,Axel Hotel Barcelona
579,Zhangjiakou,CN,69.06,scattered clouds,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
582,Hede,CN,68.2,overcast clouds,33.7681,120.2517,Vienna 3 Best Hotel Sheyang Jiefang Rd
584,Khowst,AF,76.86,few clouds,33.3833,69.8833,وچه خوړه،Wacha Khwara
585,Fairbanks,US,53.6,broken clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
586,Knysna,ZA,66.2,clear sky,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
591,Akdepe,TM,66.2,clear sky,42.0551,59.3788,Мой дом
592,Issia,CI,73.02,overcast clouds,6.4922,-6.5856,Résidence Hôtel Ange Anaé
593,Salto Del Guaira,PY,69.46,clear sky,-24.0625,-54.3069,7 Saltos Resort
596,Yakeshi,CN,65.08,overcast clouds,49.2833,120.7333,Longhua Hotel
599,Saint-Georges,GD,78.8,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
600,Half Moon Bay,US,55.99,mist,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
601,Hirara,JP,78.8,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
603,Houma,US,75.2,overcast clouds,29.5958,-90.7195,Courtyard by Marriott Houma
614,Urucara,BR,73.76,overcast clouds,-2.5364,-57.76,Hotel japa
615,Ocos,GT,75.2,few clouds,14.5094,-92.1933,Auto Hotel El Soñador
616,Tokmak,UA,58.55,broken clouds,47.2514,35.7058,Дом приезжих
617,Guilin,CN,78.8,overcast clouds,25.2819,110.2864,Grand 0773 Hotel
618,Jiazi,CN,73.02,light rain,22.8779,116.067,Hotel Jin Hao
619,Kitgum,UG,64.87,overcast clouds,3.2783,32.8867,Jaflo Gardens Hotel
620,Lerici,IT,57.0,scattered clouds,44.0759,9.9112,Doria Park Hotel
